state_fips,state,year,real_gdp_per_capita,real_personal_income_per_capita_2017,real_output_per_job,real_average_wages_salaries_2017,manufacturing_share,professional_business_share,healthcare_share,natural_resources_agriculture_share,manufacturing_share_imputed,natural_resources_share_imputed,period
02,Alaska,2022,68845.47180638417,57987.70894056142,111247.39827102031,57976.820488288264,3.8581470828993596,8.952124321965607,15.58579304941091,3.941597469733309,False,False,Shock_2020_2022
02,Alaska,2023,73754.17543496666,58388.375265013034,115999.43481537302,58326.4319892879,3.95817843866171,8.991635687732343,15.646220570012392,4.044609665427509,False,False,Post_Shock_2023_2024
02,Alaska,2024,75957.75908067076,59860.76247493536,117982.10836208424,59096.54262661425,3.6355737565468886,9.03561750373674,15.83617892600649,4.229806418684911,False,False,Post_Shock_2023_2024
04,Arizona,2015,46018.62292257808,41251.66785504837,86982.3857897925,50519.021336022306,6.035474390463527,15.23321978565161,13.448311537032,1.4478287358656128,False,False,Baseline_2015_2019
04,Arizona,2016,46959.42076858918,42050.130871182926,87524.46985300392,50556.56810009708,5.933512806592377,15.373955482423002,13.606572974909191,1.3748920268724825,False,False,Baseline_2015_2019
04,Arizona,2017,48469.23482112456,43255.0,89046.1183287723,51233.0,5.919811852944238,15.268095724400377,13.870713682078934,1.3544724596180429,False,False,Baseline_2015_2019
04,Arizona,2018,49739.1410479158,44217.00964130829,89862.9246426673,51778.32621153532,6.015332110208609,15.307057972219617,14.048324631691433,1.3676822612120259,False,False,Baseline_2015_2019
04,Arizona,2019,50876.09185172818,45751.28457268919,91504.9596815136,52683.29738673301,6.1172101734514195,15.392773579444079,14.21724778312625,1.3053376173067759,False,False,Baseline_2015_2019
04,Arizona,2020,51009.60155688738,49324.988505125366,93520.04279715205,56392.25164309091,6.284776326599994,15.348046576196277,14.634990225798227,1.2609428563333995,False,False,Shock_2020_2022
04,Arizona,2021,54503.20331722945,51720.618518655196,97033.65801281667,57022.49075543418,6.209120487879665,15.36500689913633,14.3402551828697,1.1722739894042893,False,False,Shock_2020_2022
04,Arizona,2022,56145.88202410698,49517.33064529908,97353.08475836343,55260.570432762135,6.249863840045626,15.277390749317087,14.055836799247714,1.1228359509102313,False,False,Shock_2020_2022
04,Arizona,2023,57385.91127596308,50848.99370532521,97098.09645099378,55128.7109372436,6.154678088203178,14.983655601737123,14.588185321425083,1.12920623713489,False,False,Post_Shock_2023_2024
04,Arizona,2024,59150.75702475139,51591.872459665465,100273.15723186912,56093.58058459174,6.0299771912675135,14.544709770516222,15.074772300578752,1.1502738599512794,False,False,Post_Shock_2023_2024
05,Arkansas,2015,40917.14053888446,40609.43746651084,75448.58172869489,42872.23954399895,13.148663196036281,11.959496860471829,16.2901440209732,1.5848759300576287,False,False,Baseline_2015_2019
05,Arkansas,2016,41280.29928115485,41036.99775423217,75493.85359819455,43032.62488177428,12.986978115615269,12.130348064170477,16.482639585219545,1.420416643241987,False,False,Baseline_2015_2019
05,Arkansas,2017,41422.58239035517,41403.0,75542.63880241697,43569.0,13.102831887597436,12.198323757103042,16.711868472739813,1.3723801416360277,False,False,Baseline_2015_2019
05,Arkansas,2018,42163.155884084954,42005.03657803247,76209.31461115948,43546.38938779086,13.261289440893263,12.300199583657095,16.731666915767768,1.3487792532086562,False,False,Baseline_2015_2019
05,Arkansas,2019,42347.295758013934,41934.36299416797,76486.27281226234,44111.76286978256,13.316903455035932,12.16306298466636,16.71570454459628,1.3455315054683255,False,False,Baseline_2015_2019
05,Arkansas,2020,42594.09587118361,44637.78865658724,78335.807341,46633.32918616288,13.18898174066431,12.044112539076067,16.783639471766477,1.358808545995682,False,False,Shock_2020_2022
05,Arkansas,2021,45467.137652302,48259.6113222866,81702.7389616403,47409.28545595453,13.064362787790948,12.298056019094094,16.30751663752468,1.2954332404778843,False,False,Shock_2020_2022
05,Arkansas,2022,45504.58763764472,44989.40964617041,79487.05308881305,45979.42122977568,13.009258814449003,12.55616619107554,15.981383089452766,1.2393392325848778,False,False,Shock_2020_2022
05,Arkansas,2023,46245.81739338914,45484.0624610275,79355.1333382895,45649.78083504539,12.736552285153348,12.524423725234069,16.246685491251263,1.2264660101527607,False,False,Post_Shock_2023_2024
